station_id	stationname	date	daytype	rides
41670	Conservatory	09/24/2021	W	599
41670	Conservatory	09/25/2021	A	541
41670	Conservatory	09/26/2021	U	376
41670	Conservatory	09/27/2021	W	495
41670	Conservatory	09/28/2021	W	499
41670	Conservatory	09/29/2021	W	587
41670	Conservatory	09/30/2021	W	546
41680	Oakton-Skokie	09/01/2021	W	451
41680	Oakton-Skokie	09/02/2021	W	449
41680	Oakton-Skokie	09/03/2021	W	410
41680	Oakton-Skokie	09/04/2021	A	226
41680	Oakton-Skokie	09/05/2021	U	153
41680	Oakton-Skokie	09/06/2021	U	166
41680	Oakton-Skokie	09/07/2021	W	444
41680	Oakton-Skokie	09/08/2021	W	501
41680	Oakton-Skokie	09/09/2021	W	495
41680	Oakton-Skokie	09/10/2021	W	436
41680	Oakton-Skokie	09/11/2021	A	221
41680	Oakton-Skokie	09/12/2021	U	163
41680	Oakton-Skokie	09/13/2021	W	430
41680	Oakton-Skokie	09/14/2021	W	415
41680	Oakton-Skokie	09/15/2021	W	461
41680	Oakton-Skokie	09/16/2021	W	473
41680	Oakton-Skokie	09/17/2021	W	488
41680	Oakton-Skokie	09/18/2021	A	256
41680	Oakton-Skokie	09/19/2021	U	138
41680	Oakton-Skokie	09/20/2021	W	461
41680	Oakton-Skokie	09/21/2021	W	450
41680	Oakton-Skokie	09/22/2021	W	482
41680	Oakton-Skokie	09/23/2021	W	477
41680	Oakton-Skokie	09/24/2021	W	498
41680	Oakton-Skokie	09/25/2021	A	222
41680	Oakton-Skokie	09/26/2021	U	170
41680	Oakton-Skokie	09/27/2021	W	440
41680	Oakton-Skokie	09/28/2021	W	479
41680	Oakton-Skokie	09/29/2021	W	481
41680	Oakton-Skokie	09/30/2021	W	472
41690	Cermak-McCormick Place	09/01/2021	W	824
41690	Cermak-McCormick Place	09/02/2021	W	836
41690	Cermak-McCormick Place	09/03/2021	W	960
41690	Cermak-McCormick Place	09/04/2021	A	849
41690	Cermak-McCormick Place	09/05/2021	U	815
41690	Cermak-McCormick Place	09/06/2021	U	515
41690	Cermak-McCormick Place	09/07/2021	W	721
41690	Cermak-McCormick Place	09/08/2021	W	775
41690	Cermak-McCormick Place	09/09/2021	W	838
41690	Cermak-McCormick Place	09/10/2021	W	904
41690	Cermak-McCormick Place	09/11/2021	A	802
41690	Cermak-McCormick Place	09/12/2021	U	697
41690	Cermak-McCormick Place	09/13/2021	W	988
41690	Cermak-McCormick Place	09/14/2021	W	1161
41690	Cermak-McCormick Place	09/15/2021	W	1146
41690	Cermak-McCormick Place	09/16/2021	W	1303
41690	Cermak-McCormick Place	09/17/2021	W	1526
41690	Cermak-McCormick Place	09/18/2021	A	1184
41690	Cermak-McCormick Place	09/19/2021	U	850
41690	Cermak-McCormick Place	09/20/2021	W	901
41690	Cermak-McCormick Place	09/21/2021	W	765
41690	Cermak-McCormick Place	09/22/2021	W	831
41690	Cermak-McCormick Place	09/23/2021	W	926
41690	Cermak-McCormick Place	09/24/2021	W	947
41690	Cermak-McCormick Place	09/25/2021	A	1061
41690	Cermak-McCormick Place	09/26/2021	U	630
41690	Cermak-McCormick Place	09/27/2021	W	773
41690	Cermak-McCormick Place	09/28/2021	W	788
41690	Cermak-McCormick Place	09/29/2021	W	827
41690	Cermak-McCormick Place	09/30/2021	W	884
41700	Washington/Wabash	09/01/2021	W	4738
41700	Washington/Wabash	09/02/2021	W	5139
41700	Washington/Wabash	09/03/2021	W	5604
41700	Washington/Wabash	09/04/2021	A	4396
41700	Washington/Wabash	09/05/2021	U	4163
41700	Washington/Wabash	09/06/2021	U	3313
41700	Washington/Wabash	09/07/2021	W	4702
41700	Washington/Wabash	09/08/2021	W	5262
41700	Washington/Wabash	09/09/2021	W	5576
41700	Washington/Wabash	09/10/2021	W	5749
41700	Washington/Wabash	09/11/2021	A	4137
41700	Washington/Wabash	09/12/2021	U	3194
41700	Washington/Wabash	09/13/2021	W	4919
41700	Washington/Wabash	09/14/2021	W	5205
41700	Washington/Wabash	09/15/2021	W	5479
41700	Washington/Wabash	09/16/2021	W	6040
41700	Washington/Wabash	09/17/2021	W	5907
41700	Washington/Wabash	09/18/2021	A	4580
41700	Washington/Wabash	09/19/2021	U	3416
41700	Washington/Wabash	09/20/2021	W	4949
41700	Washington/Wabash	09/21/2021	W	5202
41700	Washington/Wabash	09/22/2021	W	5274
41700	Washington/Wabash	09/23/2021	W	5415
41700	Washington/Wabash	09/24/2021	W	5779
41700	Washington/Wabash	09/25/2021	A	4592
41700	Washington/Wabash	09/26/2021	U	3070
41700	Washington/Wabash	09/27/2021	W	5044
41700	Washington/Wabash	09/28/2021	W	5211
41700	Washington/Wabash	09/29/2021	W	5174
41700	Washington/Wabash	09/30/2021	W	5505
40010	Austin-Forest Park	10/01/2021	W	740
40010	Austin-Forest Park	10/02/2021	A	349
40010	Austin-Forest Park	10/03/2021	U	279
40010	Austin-Forest Park	10/04/2021	W	705
40010	Austin-Forest Park	10/05/2021	W	796
40010	Austin-Forest Park	10/06/2021	W	746
40010	Austin-Forest Park	10/07/2021	W	724
40010	Austin-Forest Park	10/08/2021	W	701
40010	Austin-Forest Park	10/09/2021	A	399
40010	Austin-Forest Park	10/10/2021	U	395
40010	Austin-Forest Park	10/11/2021	W	661
40010	Austin-Forest Park	10/12/2021	W	787
40010	Austin-Forest Park	10/13/2021	W	736
40010	Austin-Forest Park	10/14/2021	W	728
40010	Austin-Forest Park	10/15/2021	W	712
40010	Austin-Forest Park	10/16/2021	A	379
40010	Austin-Forest Park	10/17/2021	U	283
40010	Austin-Forest Park	10/18/2021	W	715
40010	Austin-Forest Park	10/19/2021	W	766
40010	Austin-Forest Park	10/20/2021	W	784
40010	Austin-Forest Park	10/21/2021	W	730
40010	Austin-Forest Park	10/22/2021	W	664
40010	Austin-Forest Park	10/23/2021	A	317
40010	Austin-Forest Park	10/24/2021	U	217
40010	Austin-Forest Park	10/25/2021	W	648
40010	Austin-Forest Park	10/26/2021	W	741
40010	Austin-Forest Park	10/27/2021	W	755
40010	Austin-Forest Park	10/28/2021	W	765
40010	Austin-Forest Park	10/29/2021	W	591
40010	Austin-Forest Park	10/30/2021	A	360
40010	Austin-Forest Park	10/31/2021	U	269
40020	Harlem-Lake	10/01/2021	W	1773
40020	Harlem-Lake	10/02/2021	A	1210
40020	Harlem-Lake	10/03/2021	U	977
40020	Harlem-Lake	10/04/2021	W	1570
40020	Harlem-Lake	10/05/2021	W	1637
40020	Harlem-Lake	10/06/2021	W	1769
40020	Harlem-Lake	10/07/2021	W	1693
40020	Harlem-Lake	10/08/2021	W	1797
40020	Harlem-Lake	10/09/2021	A	1404
40020	Harlem-Lake	10/10/2021	U	1091
40020	Harlem-Lake	10/11/2021	W	1425
40020	Harlem-Lake	10/12/2021	W	1820
40020	Harlem-Lake	10/13/2021	W	1737
40020	Harlem-Lake	10/14/2021	W	1723
40020	Harlem-Lake	10/15/2021	W	1720
40020	Harlem-Lake	10/16/2021	A	1122
40020	Harlem-Lake	10/17/2021	U	895
40020	Harlem-Lake	10/18/2021	W	1657
40020	Harlem-Lake	10/19/2021	W	1712
40020	Harlem-Lake	10/20/2021	W	1778
40020	Harlem-Lake	10/21/2021	W	1698
40020	Harlem-Lake	10/22/2021	W	1703
40020	Harlem-Lake	10/23/2021	A	1232
40020	Harlem-Lake	10/24/2021	U	627
40020	Harlem-Lake	10/25/2021	W	1430
40020	Harlem-Lake	10/26/2021	W	1660
40020	Harlem-Lake	10/27/2021	W	1739
40020	Harlem-Lake	10/28/2021	W	1639
40020	Harlem-Lake	10/29/2021	W	1486
40020	Harlem-Lake	10/30/2021	A	1090
40020	Harlem-Lake	10/31/2021	U	813
40030	Pulaski-Lake	10/01/2021	W	751
40030	Pulaski-Lake	10/02/2021	A	518
40030	Pulaski-Lake	10/03/2021	U	379
40030	Pulaski-Lake	10/04/2021	W	705
40030	Pulaski-Lake	10/05/2021	W	686
40030	Pulaski-Lake	10/06/2021	W	728
40030	Pulaski-Lake	10/07/2021	W	732
40030	Pulaski-Lake	10/08/2021	W	812
40030	Pulaski-Lake	10/09/2021	A	624
40030	Pulaski-Lake	10/10/2021	U	465
40030	Pulaski-Lake	10/11/2021	W	626
40030	Pulaski-Lake	10/12/2021	W	776
40030	Pulaski-Lake	10/13/2021	W	709
40030	Pulaski-Lake	10/14/2021	W	667
40030	Pulaski-Lake	10/15/2021	W	736
40030	Pulaski-Lake	10/16/2021	A	542
40030	Pulaski-Lake	10/17/2021	U	390
40030	Pulaski-Lake	10/18/2021	W	695
40030	Pulaski-Lake	10/19/2021	W	707
40030	Pulaski-Lake	10/20/2021	W	729
40030	Pulaski-Lake	10/21/2021	W	586
40030	Pulaski-Lake	10/22/2021	W	664
40030	Pulaski-Lake	10/23/2021	A	459
40030	Pulaski-Lake	10/24/2021	U	291
40030	Pulaski-Lake	10/25/2021	W	598
40030	Pulaski-Lake	10/26/2021	W	678
40030	Pulaski-Lake	10/27/2021	W	782
40030	Pulaski-Lake	10/28/2021	W	705
40030	Pulaski-Lake	10/29/2021	W	648
40030	Pulaski-Lake	10/30/2021	A	475
40030	Pulaski-Lake	10/31/2021	U	412
40040	Quincy/Wells	10/01/2021	W	2021
40040	Quincy/Wells	10/02/2021	A	1001
40040	Quincy/Wells	10/03/2021	U	891
40040	Quincy/Wells	10/04/2021	W	2318
40040	Quincy/Wells	10/05/2021	W	2612
40040	Quincy/Wells	10/06/2021	W	2497
40040	Quincy/Wells	10/07/2021	W	2557
40040	Quincy/Wells	10/08/2021	W	2119
40040	Quincy/Wells	10/09/2021	A	1371
40040	Quincy/Wells	10/10/2021	U	1761
40040	Quincy/Wells	10/11/2021	W	2433
40040	Quincy/Wells	10/12/2021	W	3003
40040	Quincy/Wells	10/13/2021	W	2788
40040	Quincy/Wells	10/14/2021	W	2887
40040	Quincy/Wells	10/15/2021	W	2161
40040	Quincy/Wells	10/16/2021	A	1156
40040	Quincy/Wells	10/17/2021	U	1132
40040	Quincy/Wells	10/18/2021	W	2599
40040	Quincy/Wells	10/19/2021	W	2933
40040	Quincy/Wells	10/20/2021	W	2744
40040	Quincy/Wells	10/21/2021	W	2836
40040	Quincy/Wells	10/22/2021	W	2223
40040	Quincy/Wells	10/23/2021	A	1036
40040	Quincy/Wells	10/24/2021	U	732
40040	Quincy/Wells	10/25/2021	W	2261
40040	Quincy/Wells	10/26/2021	W	2934
40040	Quincy/Wells	10/27/2021	W	2736
40040	Quincy/Wells	10/28/2021	W	2953
40040	Quincy/Wells	10/29/2021	W	2123
40040	Quincy/Wells	10/30/2021	A	1017
40040	Quincy/Wells	10/31/2021	U	973
40050	Davis	10/01/2021	W	1732
40050	Davis	10/02/2021	A	1393
40050	Davis	10/03/2021	U	857
40050	Davis	10/04/2021	W	1442
40050	Davis	10/05/2021	W	1530
40050	Davis	10/06/2021	W	1473
40050	Davis	10/07/2021	W	1548
40050	Davis	10/08/2021	W	1666
40050	Davis	10/09/2021	A	1426
40050	Davis	10/10/2021	U	1020
40050	Davis	10/11/2021	W	1292
40050	Davis	10/12/2021	W	1500
40050	Davis	10/13/2021	W	1499
40050	Davis	10/14/2021	W	1706
40050	Davis	10/15/2021	W	1701
40050	Davis	10/16/2021	A	1808
40050	Davis	10/17/2021	U	925
40050	Davis	10/18/2021	W	1470
40050	Davis	10/19/2021	W	1498
40050	Davis	10/20/2021	W	1543
40050	Davis	10/21/2021	W	1457
40050	Davis	10/22/2021	W	1682
40050	Davis	10/23/2021	A	1443
40050	Davis	10/24/2021	U	705
40050	Davis	10/25/2021	W	1329
40050	Davis	10/26/2021	W	1507
40050	Davis	10/27/2021	W	1622
40050	Davis	10/28/2021	W	1629
40050	Davis	10/29/2021	W	1704
40050	Davis	10/30/2021	A	1566
40050	Davis	10/31/2021	U	943
40060	Belmont-O'Hare	10/01/2021	W	2750
40060	Belmont-O'Hare	10/02/2021	A	1599
40060	Belmont-O'Hare	10/03/2021	U	1214
40060	Belmont-O'Hare	10/04/2021	W	2414
40060	Belmont-O'Hare	10/05/2021	W	2544
40060	Belmont-O'Hare	10/06/2021	W	2596
40060	Belmont-O'Hare	10/07/2021	W	2760
40060	Belmont-O'Hare	10/08/2021	W	2741
40060	Belmont-O'Hare	10/09/2021	A	1780
40060	Belmont-O'Hare	10/10/2021	U	1494
40060	Belmont-O'Hare	10/11/2021	W	2151
40060	Belmont-O'Hare	10/12/2021	W	2619
40060	Belmont-O'Hare	10/13/2021	W	2580
40060	Belmont-O'Hare	10/14/2021	W	2816
40060	Belmont-O'Hare	10/15/2021	W	2718
40060	Belmont-O'Hare	10/16/2021	A	1685
40060	Belmont-O'Hare	10/17/2021	U	1287
40060	Belmont-O'Hare	10/18/2021	W	2313
40060	Belmont-O'Hare	10/19/2021	W	2528
40060	Belmont-O'Hare	10/20/2021	W	2604
40060	Belmont-O'Hare	10/21/2021	W	2732
40060	Belmont-O'Hare	10/22/2021	W	2745
40060	Belmont-O'Hare	10/23/2021	A	1728
40060	Belmont-O'Hare	10/24/2021	U	1140
40060	Belmont-O'Hare	10/25/2021	W	2176
40060	Belmont-O'Hare	10/26/2021	W	2564
40060	Belmont-O'Hare	10/27/2021	W	2639
40060	Belmont-O'Hare	10/28/2021	W	2756
40060	Belmont-O'Hare	10/29/2021	W	2541
40060	Belmont-O'Hare	10/30/2021	A	1654
40060	Belmont-O'Hare	10/31/2021	U	1178
40070	Jackson/Dearborn	10/01/2021	W	2592
40070	Jackson/Dearborn	10/02/2021	A	1507
40070	Jackson/Dearborn	10/03/2021	U	1317
40070	Jackson/Dearborn	10/04/2021	W	2932
40070	Jackson/Dearborn	10/05/2021	W	3037
40070	Jackson/Dearborn	10/06/2021	W	3049
40070	Jackson/Dearborn	10/07/2021	W	2938
40070	Jackson/Dearborn	10/08/2021	W	2682
40070	Jackson/Dearborn	10/09/2021	A	1707
40070	Jackson/Dearborn	10/10/2021	U	4500
40070	Jackson/Dearborn	10/11/2021	W	2697
40070	Jackson/Dearborn	10/12/2021	W	3264
40070	Jackson/Dearborn	10/13/2021	W	3096
40070	Jackson/Dearborn	10/14/2021	W	3052
40070	Jackson/Dearborn	10/15/2021	W	2699
40070	Jackson/Dearborn	10/16/2021	A	1621
40070	Jackson/Dearborn	10/17/2021	U	1586
40070	Jackson/Dearborn	10/18/2021	W	2981
40070	Jackson/Dearborn	10/19/2021	W	3097
40070	Jackson/Dearborn	10/20/2021	W	3028
40070	Jackson/Dearborn	10/21/2021	W	2973
40070	Jackson/Dearborn	10/22/2021	W	2644
40070	Jackson/Dearborn	10/23/2021	A	1445
40070	Jackson/Dearborn	10/24/2021	U	1005
40070	Jackson/Dearborn	10/25/2021	W	2617
40070	Jackson/Dearborn	10/26/2021	W	2944
40070	Jackson/Dearborn	10/27/2021	W	3056
40070	Jackson/Dearborn	10/28/2021	W	2948
40070	Jackson/Dearborn	10/29/2021	W	2581
40070	Jackson/Dearborn	10/30/2021	A	1496
40070	Jackson/Dearborn	10/31/2021	U	1302
40080	Sheridan	10/01/2021	W	2383
40080	Sheridan	10/02/2021	A	2044
40080	Sheridan	10/03/2021	U	1267
40080	Sheridan	10/04/2021	W	2073
40080	Sheridan	10/05/2021	W	2248
40080	Sheridan	10/06/2021	W	2209
40080	Sheridan	10/07/2021	W	2270
40080	Sheridan	10/08/2021	W	2156
40080	Sheridan	10/09/2021	A	2056
40080	Sheridan	10/10/2021	U	2831
40080	Sheridan	10/11/2021	W	1724
40080	Sheridan	10/12/2021	W	2272
40080	Sheridan	10/13/2021	W	2225
40080	Sheridan	10/14/2021	W	2355
40080	Sheridan	10/15/2021	W	2333
40080	Sheridan	10/16/2021	A	2069
40080	Sheridan	10/17/2021	U	1596
40080	Sheridan	10/18/2021	W	2067
40080	Sheridan	10/19/2021	W	2290
40080	Sheridan	10/20/2021	W	2245
40080	Sheridan	10/21/2021	W	2330
40080	Sheridan	10/22/2021	W	2264
40080	Sheridan	10/23/2021	A	2079
40080	Sheridan	10/24/2021	U	1170
40080	Sheridan	10/25/2021	W	1830
40080	Sheridan	10/26/2021	W	2265
40080	Sheridan	10/27/2021	W	2306
40080	Sheridan	10/28/2021	W	2272
40080	Sheridan	10/29/2021	W	2249
40080	Sheridan	10/30/2021	A	2304
40080	Sheridan	10/31/2021	U	1736
40090	Damen-Brown	10/01/2021	W	1472
40090	Damen-Brown	10/02/2021	A	893
40090	Damen-Brown	10/03/2021	U	544
40090	Damen-Brown	10/04/2021	W	1255
40090	Damen-Brown	10/05/2021	W	1346
40090	Damen-Brown	10/06/2021	W	1386
40090	Damen-Brown	10/07/2021	W	1340
40090	Damen-Brown	10/08/2021	W	1351
40090	Damen-Brown	10/09/2021	A	903
40090	Damen-Brown	10/10/2021	U	828
40090	Damen-Brown	10/11/2021	W	974
40090	Damen-Brown	10/12/2021	W	1426
40090	Damen-Brown	10/13/2021	W	1343
40090	Damen-Brown	10/14/2021	W	1426
40090	Damen-Brown	10/15/2021	W	1383
40090	Damen-Brown	10/16/2021	A	732
40090	Damen-Brown	10/17/2021	U	446
40090	Damen-Brown	10/18/2021	W	1198
40090	Damen-Brown	10/19/2021	W	1354
40090	Damen-Brown	10/20/2021	W	1335
40090	Damen-Brown	10/21/2021	W	1328
40090	Damen-Brown	10/22/2021	W	1414
40090	Damen-Brown	10/23/2021	A	637
40090	Damen-Brown	10/24/2021	U	295
40090	Damen-Brown	10/25/2021	W	1117
40090	Damen-Brown	10/26/2021	W	1383
40090	Damen-Brown	10/27/2021	W	1523
40090	Damen-Brown	10/28/2021	W	1394
40090	Damen-Brown	10/29/2021	W	1307
40090	Damen-Brown	10/30/2021	A	930
40090	Damen-Brown	10/31/2021	U	577
40100	Morse	10/01/2021	W	2307
40100	Morse	10/02/2021	A	1733
40100	Morse	10/03/2021	U	1304
40100	Morse	10/04/2021	W	2007
40100	Morse	10/05/2021	W	2116
40100	Morse	10/06/2021	W	2116
40100	Morse	10/07/2021	W	2203
40100	Morse	10/08/2021	W	2274
40100	Morse	10/09/2021	A	1718
40100	Morse	10/10/2021	U	1422
40100	Morse	10/11/2021	W	1688
40100	Morse	10/12/2021	W	2076
40100	Morse	10/13/2021	W	2248
40100	Morse	10/14/2021	W	2279
40100	Morse	10/15/2021	W	2318
40100	Morse	10/16/2021	A	1711
40100	Morse	10/17/2021	U	1318
40100	Morse	10/18/2021	W	2072
40100	Morse	10/19/2021	W	2134
40100	Morse	10/20/2021	W	2261
40100	Morse	10/21/2021	W	2240
40100	Morse	10/22/2021	W	2276
40100	Morse	10/23/2021	A	1642
40100	Morse	10/24/2021	U	1033
40100	Morse	10/25/2021	W	1876
40100	Morse	10/26/2021	W	2132
40100	Morse	10/27/2021	W	2259
40100	Morse	10/28/2021	W	2139
40100	Morse	10/29/2021	W	2196
40100	Morse	10/30/2021	A	1769
40100	Morse	10/31/2021	U	1335
40120	35th/Archer	10/01/2021	W	1725
40120	35th/Archer	10/02/2021	A	826
40120	35th/Archer	10/03/2021	U	601
40120	35th/Archer	10/04/2021	W	1624
40120	35th/Archer	10/05/2021	W	1745
40120	35th/Archer	10/06/2021	W	1666
40120	35th/Archer	10/07/2021	W	1619
40120	35th/Archer	10/08/2021	W	1600
40120	35th/Archer	10/09/2021	A	950
40120	35th/Archer	10/10/2021	U	902
40120	35th/Archer	10/11/2021	W	1153
40120	35th/Archer	10/12/2021	W	1710
40120	35th/Archer	10/13/2021	W	1667
40120	35th/Archer	10/14/2021	W	1737
40120	35th/Archer	10/15/2021	W	1702
40120	35th/Archer	10/16/2021	A	859
40120	35th/Archer	10/17/2021	U	655
40120	35th/Archer	10/18/2021	W	1475
40120	35th/Archer	10/19/2021	W	1564
40120	35th/Archer	10/20/2021	W	1585
40120	35th/Archer	10/21/2021	W	1537
40120	35th/Archer	10/22/2021	W	1554
40120	35th/Archer	10/23/2021	A	853
40120	35th/Archer	10/24/2021	U	454
40120	35th/Archer	10/25/2021	W	1384
40120	35th/Archer	10/26/2021	W	1695
40120	35th/Archer	10/27/2021	W	1663
40120	35th/Archer	10/28/2021	W	1623
40120	35th/Archer	10/29/2021	W	1470
40120	35th/Archer	10/30/2021	A	847
40120	35th/Archer	10/31/2021	U	571
40130	51st	10/01/2021	W	520
40130	51st	10/02/2021	A	321
40130	51st	10/03/2021	U	245
40130	51st	10/04/2021	W	436
40130	51st	10/05/2021	W	434
40130	51st	10/06/2021	W	422
40130	51st	10/07/2021	W	389
40130	51st	10/08/2021	W	495
40130	51st	10/09/2021	A	371
40130	51st	10/10/2021	U	312
40130	51st	10/11/2021	W	335
40130	51st	10/12/2021	W	481
40130	51st	10/13/2021	W	440
40130	51st	10/14/2021	W	438
40130	51st	10/15/2021	W	502
40130	51st	10/16/2021	A	375
40130	51st	10/17/2021	U	253
40130	51st	10/18/2021	W	443
40130	51st	10/19/2021	W	442
40130	51st	10/20/2021	W	434
40130	51st	10/21/2021	W	395
40130	51st	10/22/2021	W	473
40130	51st	10/23/2021	A	337
40130	51st	10/24/2021	U	204
40130	51st	10/25/2021	W	376
40130	51st	10/26/2021	W	511
40130	51st	10/27/2021	W	463
40130	51st	10/28/2021	W	457
40130	51st	10/29/2021	W	386
40130	51st	10/30/2021	A	301
40130	51st	10/31/2021	U	268
40140	Dempster-Skokie	10/01/2021	W	731
40140	Dempster-Skokie	10/02/2021	A	472
40140	Dempster-Skokie	10/03/2021	U	321
40140	Dempster-Skokie	10/04/2021	W	771
40140	Dempster-Skokie	10/05/2021	W	762
40140	Dempster-Skokie	10/06/2021	W	778
40140	Dempster-Skokie	10/07/2021	W	766
40140	Dempster-Skokie	10/08/2021	W	738
40140	Dempster-Skokie	10/09/2021	A	432
40140	Dempster-Skokie	10/10/2021	U	382
40140	Dempster-Skokie	10/11/2021	W	616
